FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.48.3549129.bwm,P18DB,52548.35491,52548.35985,G726D97E1,4936.07,11.49,0,8.22,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.48.3549129.bwm,P18DB,52548.35491,52548.36236,G726D97E1,7449.21,15.44,0,9.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.48.3549129.bwm,P18DB,52548.35491,52548.36236,G726D97E1,7449.21,13.06,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.4592095.bwm,P18DN,52549.45921,52549.46229,G7245491E,3079.39,10.52,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.4592095.bwm,P18DN,52549.45921,52549.46229,G7245491E,3079.39,8.51,0,8.5,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.4592095.bwm,P18DN,52549.45921,52549.46229,G7245491E,3081.86,7.36,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.4592095.bwm,P18DB,52549.45921,52549.46252,G7245491E,3306.23,13.53,0,9.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.4592095.bwm,P18DB,52549.45921,52549.46252,G7245491E,3313.56,15.17,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DB,52549.92452,52549.92985,G7259AED5,5325.39,14.09,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DB,52549.92452,52549.92985,G7259AED5,5325.39,12.8,0,7.09,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DB,52549.92452,52549.92985,G7259AED5,5325.39,9.89,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DN,52549.92452,52549.93173,G7259AED5,7207.57,11.6,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DN,52549.92452,52549.93173,G7259AED5,7212.38,8.46,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9245212.bwm,P18DB,52549.92452,52549.93221,G7259AED5,7686.98,14.44,0,7.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.49.9966119.bwm,P18DB,52549.99661,52550.00455,G724DE105,7934.14,12.96,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.50.3537879.bwm,P18DN,52550.35379,52550.35732,G726D97E1,3534.86,7.1,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.50.3537879.bwm,P18DB,52550.35379,52550.35756,G726D97E1,3771.52,14.03,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.50.3537879.bwm,P18DB,52550.35379,52550.36018,G726D97E1,6387.83,16.61,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.50.3931099.bwm,P18DN,52550.39311,52550.39915,G7253EA15,6035.54,9.14,0,8.56,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.51.6383109.bwm,P18DN,52551.63831,52551.64303,G7245491E,4718.49,11.5,0,8.56,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.51.6383109.bwm,P18DB,52551.63831,52551.64326,G7245491E,4944.5,18.48,0,8.91,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.51.6383109.bwm,P18DB,52551.63831,52551.64326,G7245491E,4946.64,16.81,0,9.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.2576341.bwm,P18DB,52552.25763,52552.2627,G724DE105,5063.89,12.88,0,8.16,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.2576341.bwm,P18DB,52552.25763,52552.26496,G724DE105,7321.62,11.01,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.3526626.bwm,P18DN,52552.35266,52552.36251,G7259AED5,9849.37,6.25,0,7.88,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.3526626.bwm,P18DB,52552.35266,52552.36276,G7259AED5,10098.86,12.93,0,8.72,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.3526626.bwm,P18DB,52552.35266,52552.36276,G7259AED5,10101.28,15.17,0,8.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.3526626.bwm,P18DN,52552.35266,52552.36464,G7259AED5,11978.81,3.45,0,6.88,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.5525501.bwm,P18DN,52552.55255,52552.55705,G7253EA15,4498.69,7.73,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.5525501.bwm,P18DN,52552.55255,52552.55705,G7253EA15,4501.49,12.4,0,7.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.5525501.bwm,P18DN,52552.55255,52552.55705,G7253EA15,4501.49,10.76,0,8.25,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.5525501.bwm,P18DN,52552.55255,52552.55705,G7253EA15,4504.03,11.1,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.52.5525501.bwm,P18DB,52552.55255,52552.55729,G7253EA15,4738.55,19.49,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.53.8174118.bwm,P18DN,52553.81741,52553.82373,G7245491E,6317.49,7.65,0,7.44,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.53.8174118.bwm,P18DN,52553.81741,52553.82373,G7245491E,6320.96,9.55,0,8.44,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.53.8174118.bwm,P18DB,52553.81741,52553.82396,G7245491E,6548.42,16.44,0,9.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.53.8174118.bwm,P18DB,52553.81741,52553.82701,G7245491E,9600.64,13.64,0,9.56,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.53.8174118.bwm,P18DB,52553.81741,52553.82701,G7245491E,9600.64,11.74,0,9.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.3482606.bwm,P18DN,52554.34826,52554.35324,G726D97E1,4978.18,5.45,0,7.75,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.3482606.bwm,P18DB,52554.34826,52554.35361,G726D97E1,5350.17,14.3,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.5186564.bwm,P18DB,52554.51866,52554.52291,G724DE105,4258.12,12.93,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.5186564.bwm,P18DN,52554.51866,52554.52491,G724DE105,6254.5,2.94,0,6.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DN,52554.70871,52554.71455,G7253EA15,5832.42,9.65,0,8.25,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DN,52554.70871,52554.71455,G7253EA15,5837.13,6.08,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DB,52554.70871,52554.71478,G7253EA15,6062.08,17.09,0,8.22,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DB,52554.70871,52554.71478,G7253EA15,6062.08,15.93,0,8.28,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DB,52554.70871,52554.71478,G7253EA15,6062.08,12.27,0,8.09,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7087133.bwm,P18DB,52554.70871,52554.71491,G7253EA15,6201.03,13.28,0,8.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7808040.bwm,P18DN,52554.7808,52554.79523,G7259AED5,14426.12,7.57,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7939116.bwm,P18DN,52554.79391,52554.79523,G7259AED5,1318.92,6.21,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7939116.bwm,P18DN,52554.79391,52554.79523,G7259AED5,1321.35,7.45,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7939116.bwm,P18DB,52554.79391,52554.79548,G7259AED5,1569.11,12.28,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7808040.bwm,P18DB,52554.7808,52554.79548,G7259AED5,14678.59,14.46,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7808040.bwm,P18DB,52554.7808,52554.79548,G7259AED5,14680.93,16.49,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.54.7939116.bwm,P18DB,52554.79391,52554.79549,G7259AED5,1573.73,14.31,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.55.9997902.bwm,P18DN,52555.99979,52556.00402,G7245491E,4226.89,10.43,0,8.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.55.9997902.bwm,P18DN,52555.99979,52556.00402,G7245491E,4231.68,7.43,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.3471352.bwm,P18DN,52556.34714,52556.35134,G726D97E1,4203.26,5.31,0,9,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.3471352.bwm,P18DN,52556.34714,52556.35134,G726D97E1,4203.26,3.93,0,9.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.3471352.bwm,P18DN,52556.34714,52556.35134,G726D97E1,4203.26,2.85,0,9.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.3471352.bwm,P18DB,52556.34714,52556.35171,G726D97E1,4573.78,13.88,0,8.66,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.3471352.bwm,P18DB,52556.34714,52556.35171,G726D97E1,4576.33,12.7,0,8.97,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.7796791.bwm,P18DB,52556.77968,52556.78306,G724DE105,3384.63,10.43,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.7796791.bwm,P18DB,52556.77968,52556.78306,G724DE105,3384.63,6.03,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.8681535.bwm,P18DN,52556.86815,52556.87218,G7253EA15,4030,8.22,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.8681535.bwm,P18DN,52556.86815,52556.87219,G7253EA15,4032.57,9.98,0,7.5,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.8681535.bwm,P18DB,52556.86815,52556.87241,G7253EA15,4260.49,16.58,0,8.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.56.8681535.bwm,P18DB,52556.86815,52556.87255,G7253EA15,4394.93,4.47,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DN,52557.22205,52557.22755,G7259AED5,5498.89,9.85,0,8.91,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DN,52557.22205,52557.22755,G7259AED5,5498.89,7.83,0,8.97,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DN,52557.22205,52557.22755,G7259AED5,5498.89,5,0,8.84,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DB,52557.22205,52557.2278,G7259AED5,5747.99,18.58,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DB,52557.22205,52557.2278,G7259AED5,5750.42,17.35,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DB,52557.22205,52557.2278,G7259AED5,5750.42,12.01,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.57.2220530.bwm,P18DN,52557.22205,52557.2297,G7259AED5,7646.31,5.18,0,7.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.1788912.bwm,P18DN,52558.17889,52558.18414,G7245491E,5253.04,12.63,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.1788912.bwm,P18DB,52558.17889,52558.18437,G7245491E,5480.32,18.18,0,8.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.1788912.bwm,P18DB,52558.17889,52558.18437,G7245491E,5480.32,15.58,0,8.28,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.1788912.bwm,P18DB,52558.17889,52558.18437,G7245491E,5482.79,16.06,0,8.78,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.1788912.bwm,P18DB,52558.17889,52558.18746,G7245491E,8571.09,15.58,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.3460103.bwm,P18DB,52558.34601,52558.34909,G726D97E1,3078.51,9.85,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.58.3460103.bwm,P18DB,52558.34601,52558.34909,G726D97E1,3080.93,12.86,0,9.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.0243171.bwm,P18DB,52559.02432,52559.02997,G7253EA15,5648.11,17.14,0,7.84,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.0243171.bwm,P18DB,52559.02432,52559.02997,G7253EA15,5653.01,13.48,0,7.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.0407013.bwm,P18DB,52559.0407,52559.04542,G724DE105,4716.66,4.95,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.0407013.bwm,P18DB,52559.0407,52559.04554,G724DE105,4835.39,10.84,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.6534710.bwm,P18DN,52559.65347,52559.65942,G7259AED5,5947.87,3.63,0,5.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.6534710.bwm,P18DB,52559.65347,52559.66187,G7259AED5,8398.24,14.98,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.35.59.6534710.bwm,P18DB,52559.65347,52559.66187,G7259AED5,8398.24,11.08,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3416084.bwm,P18DN,52560.34161,52560.34613,G726D97E1,4516.61,11.05,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3416084.bwm,P18DN,52560.34161,52560.34613,G726D97E1,4521.84,9.23,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3416084.bwm,P18DB,52560.34161,52560.34637,G726D97E1,4764.56,13.92,0,9.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3416084.bwm,P18DB,52560.34161,52560.34637,G726D97E1,4764.56,9.84,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3416084.bwm,P18DB,52560.34161,52560.34638,G726D97E1,4768.02,16.89,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3579926.bwm,P18DN,52560.35799,52560.36402,G7245491E,6031.07,10.43,0,8.78,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3579926.bwm,P18DN,52560.35799,52560.36402,G7245491E,6031.07,7.08,0,8.47,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3579926.bwm,P18DN,52560.35799,52560.36403,G7245491E,6038.25,8.82,0,8.75,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3579926.bwm,P18DB,52560.35799,52560.36427,G7245491E,6281.4,16.01,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.00.3579926.bwm,P18DB,52560.35799,52560.36428,G7245491E,6286.27,14.62,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.01.2984465.bwm,P18DB,52561.29845,52561.3022,G724DE105,3754.48,10.77,0,8.66,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.3372060.bwm,P18DN,52562.33721,52562.34312,G726D97E1,5916.79,5.32,0,8.34,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.3372060.bwm,P18DN,52562.33721,52562.34313,G726D97E1,5919.37,6.7,0,7.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.3372060.bwm,P18DB,52562.33721,52562.34339,G726D97E1,6186.88,12.17,0,8.97,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.3372060.bwm,P18DB,52562.33721,52562.3434,G726D97E1,6189.48,13.31,0,9.09,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.5403705.bwm,P18DN,52562.54037,52562.54386,G7245491E,3489.63,8.44,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.02.5403705.bwm,P18DB,52562.54037,52562.54412,G7245491E,3747.44,12.71,0,8.72,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.03.3399205.bwm,P18DN,52563.33992,52563.34386,G7253EA15,3943.91,4.28,0,8.69,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.03.5594688.bwm,P18DB,52563.55947,52563.56141,G724DE105,1938.09,8.07,0,8,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.03.5594688.bwm,P18DB,52563.55947,52563.56414,G724DE105,4675.61,14.97,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.03.5594688.bwm,P18DB,52563.55947,52563.56415,G724DE105,4685.47,16.27,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.3328040.bwm,P18DB,52564.3328,52564.34043,G726D97E1,7621.39,12.17,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.3328040.bwm,P18DB,52564.3328,52564.34043,G726D97E1,7621.39,11.43,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.3328040.bwm,P18DB,52564.3328,52564.34043,G726D97E1,7621.39,9.7,0,8.91,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.5195844.bwm,P18DB,52564.51958,52564.52204,G7259AED5,2454.36,11.93,0,7.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.7194719.bwm,P18DN,52564.71947,52564.72367,G7245491E,4197.23,10.27,0,8.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.7194719.bwm,P18DN,52564.71947,52564.72367,G7245491E,4202.29,7.79,0,8.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.7194719.bwm,P18DN,52564.71947,52564.72368,G7245491E,4204.7,11.67,0,8.81,1
