FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.32.4105498.bwm,P18DB,54092.41055,54092.41423,G7253EA15,3679.55,5.57,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.32.4105498.bwm,P18DB,54092.41055,54092.41423,G7253EA15,3683.23,7.51,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.32.4105498.bwm,P18DB,54092.41055,54092.41423,G7253EA15,3683.23,6.19,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.33.8490843.bwm,P18DB,54093.84908,54093.85298,G7245491E,3895.71,5.68,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.33.8490843.bwm,P18DB,54093.84908,54093.85298,G7245491E,3898.13,4.09,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.35.2974493.bwm,P18DB,54095.29745,54095.30062,G726D97E1,3173.73,6.15,0,8.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.35.2974493.bwm,P18DB,54095.29745,54095.30063,G726D97E1,3176.38,7.62,0,8.97,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.36.7228762.bwm,P18DB,54096.72288,54096.72674,G7253EA15,3864.82,6.98,0,8.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.36.7228762.bwm,P18DB,54096.72288,54096.72674,G7253EA15,3864.82,5.87,0,7.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.37.2930474.bwm,P18DB,54097.29305,54097.29577,G726D97E1,2719.67,7.79,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.37.2930474.bwm,P18DB,54097.29305,54097.29577,G726D97E1,2719.67,5.43,0,8.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.41.0352030.bwm,P18DB,54101.0352,54101.03887,G7253EA15,3663.08,7.25,0,8.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.41.0352030.bwm,P18DB,54101.0352,54101.03887,G7253EA15,3663.08,5.48,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.43.1913662.bwm,P18DB,54103.19137,54103.19514,G7253EA15,3770.57,3.8,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.44.1776966.bwm,P18DB,54104.1777,54104.18167,G724DE105,3971.33,5.24,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.44.1776966.bwm,P18DB,54104.1777,54104.18167,G724DE105,3973.53,4.18,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.45.2721621.bwm,P18DB,54105.27216,54105.27736,G726D97E1,5197.65,5.91,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.45.2721621.bwm,P18DB,54105.27216,54105.27736,G726D97E1,5197.65,5.4,0,9.03,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.45.3475299.bwm,P18DB,54105.34753,54105.35133,G7253EA15,3797.87,5.59,0,7.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.45.3475299.bwm,P18DB,54105.34753,54105.35133,G7253EA15,3800.26,8.55,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.45.3475299.bwm,P18DB,54105.34753,54105.35133,G7253EA15,3800.26,6.79,0,7.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.46.9138613.bwm,P18DB,54106.91386,54106.91719,G7245491E,3324.09,6.07,0,7.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.47.5036932.bwm,P18DB,54107.50369,54107.50804,G7253EA15,4348.96,8.02,0,7.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.47.5036932.bwm,P18DB,54107.50369,54107.50804,G7253EA15,4348.96,6.54,0,7.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.47.5036932.bwm,P18DB,54107.50369,54107.50804,G7253EA15,4348.96,5.32,0,7.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.49.6598564.bwm,P18DB,54109.65986,54109.66377,G7253EA15,3915.78,5.85,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.49.6598564.bwm,P18DB,54109.65986,54109.66377,G7253EA15,3918.26,7.58,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.53.2545546.bwm,P18DB,54113.25455,54113.25938,G726D97E1,4822.91,6.03,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.53.2545546.bwm,P18DB,54113.25455,54113.25938,G726D97E1,4827.72,5.46,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.53.2545546.bwm,P18DB,54113.25455,54113.26038,G726D97E1,5821.78,8.64,0,8.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.55.2501526.bwm,P18DB,54115.25015,54115.25472,G726D97E1,4570.56,5.12,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.55.2501526.bwm,P18DB,54115.25015,54115.25473,G726D97E1,4572.83,5.67,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.56.1283465.bwm,P18DB,54116.12835,54116.13183,G7253EA15,3486.8,6.55,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.57.2457507.bwm,P18DB,54117.24575,54117.24988,G726D97E1,4125.24,3.97,0,7.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.57.2457507.bwm,P18DB,54117.24575,54117.25086,G726D97E1,5105.53,8.54,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.01.57.2457507.bwm,P18DB,54117.24575,54117.25086,G726D97E1,5105.53,7.26,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.02.2462145.bwm,P18DB,54122.24621,54122.24973,G724DE105,3519,5.38,0,7.84,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.02.2462145.bwm,P18DB,54122.24621,54122.24974,G724DE105,3521.56,6.66,0,7.59,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.03.2325444.bwm,P18DB,54123.23254,54123.23534,G726D97E1,2799.87,4.83,0,8.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.07.2204635.bwm,P18DB,54127.22046,54127.22459,G726D97E1,4122.13,6.56,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.07.2204635.bwm,P18DB,54127.22046,54127.22459,G726D97E1,4124.88,5.79,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.09.2160616.bwm,P18DB,54129.21606,54129.21902,G726D97E1,2954.25,6.72,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.09.2160616.bwm,P18DB,54129.21606,54129.21902,G726D97E1,2954.25,5.94,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.09.2160616.bwm,P18DB,54129.21606,54129.21902,G726D97E1,2954.25,4.95,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.21.1699883.bwm,P18DB,54141.16999,54141.1742,G7259AED5,4214.57,7.08,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.21.1830954.bwm,P18DB,54141.1831,54141.18409,G726D97E1,990.13,5.17,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.21.1699883.bwm,P18DB,54141.16999,54141.18409,G726D97E1,14097.33,6.22,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.21.9924760.bwm,P18DB,54141.99248,54141.99798,G7253EA15,5508.84,5.53,0,8.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.23.1754169.bwm,P18DB,54143.17542,54143.17895,G726D97E1,3534.8,6.85,0,8.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.23.1754169.bwm,P18DB,54143.17542,54143.17896,G726D97E1,3539.62,5.55,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.25.1710145.bwm,P18DB,54145.17101,54145.174,G726D97E1,2989.41,5.79,0,8.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.27.1633360.bwm,P18DB,54147.16334,54147.16885,G726D97E1,5515.7,7.34,0,8.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.27.1633360.bwm,P18DB,54147.16334,54147.16885,G726D97E1,5515.7,6,0,8.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.28.2709092.bwm,P18DB,54148.27091,54148.27647,G7245491E,5557.06,7.59,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.28.2709092.bwm,P18DB,54148.27091,54148.27647,G7245491E,5557.06,5.85,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.29.1589336.bwm,P18DB,54149.15893,54149.1643,G726D97E1,5361.59,4.96,0,8.41,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.29.1589336.bwm,P18DB,54149.15893,54149.1643,G726D97E1,5362.81,3.99,0,8.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.30.4500101.bwm,P18DB,54150.45001,54150.45383,G7245491E,3821.92,7.94,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.30.6105757.bwm,P18DB,54150.61058,54150.62254,G7253EA15,11960.52,7.36,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.31.1545317.bwm,P18DB,54151.15453,54151.15946,G726D97E1,4924.73,5.42,0,7.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.32.6258345.bwm,P18DB,54152.62583,54152.63149,G7245491E,5652.42,4.58,0,8.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.32.6258345.bwm,P18DB,54152.62583,54152.63149,G7245491E,5654.87,6.47,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.32.7732925.bwm,P18DB,54152.77329,54152.77904,G7253EA15,5743.82,8.21,0,8.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.32.7732925.bwm,P18DB,54152.77329,54152.77904,G7253EA15,5743.82,6.67,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.32.7732925.bwm,P18DB,54152.77329,54152.77904,G7253EA15,5748.42,4.8,0,7.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.33.1501298.bwm,P18DB,54153.15013,54153.15477,G726D97E1,4643.6,7.58,0,8.53,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.33.1501298.bwm,P18DB,54153.15013,54153.15477,G726D97E1,4643.6,6.05,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.34.8049359.bwm,P18DB,54154.80494,54154.80879,G7245491E,3856.77,5.84,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.34.8049359.bwm,P18DB,54154.80494,54154.80879,G7245491E,3856.77,4.14,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.34.9294562.bwm,P18DB,54154.92946,54154.93523,G7253EA15,5775.83,8.42,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.34.9294562.bwm,P18DB,54154.92946,54154.93523,G7253EA15,5775.83,6.54,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.37.0888964.bwm,P18DB,54157.0889,54157.09201,G7253EA15,3116.62,7.27,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.37.0888964.bwm,P18DB,54157.0889,54157.09202,G7253EA15,3121.76,8.69,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.39.1369235.bwm,P18DB,54159.13692,54159.14055,G726D97E1,3625.78,5.21,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.39.1369235.bwm,P18DB,54159.13692,54159.14055,G726D97E1,3630.92,5.81,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.39.2450596.bwm,P18DB,54159.24506,54159.24807,G7253EA15,3014.99,7.95,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.39.2450596.bwm,P18DB,54159.24506,54159.24808,G7253EA15,3017.44,5.82,0,7.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.39.2450596.bwm,P18DB,54159.24506,54159.24808,G7253EA15,3017.44,4.7,0,7.56,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.41.3356861.bwm,P18DB,54161.33569,54161.34118,G7245491E,5496.47,5.13,0,8.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.41.3356861.bwm,P18DB,54161.33569,54161.34119,G7245491E,5499.01,2.97,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.45.7135496.bwm,P18DB,54165.71355,54165.71693,G7253EA15,3377.48,7.68,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.45.7135496.bwm,P18DB,54165.71355,54165.71693,G7253EA15,3377.48,6.09,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.45.7135496.bwm,P18DB,54165.71355,54165.71803,G7253EA15,4483.54,9.81,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.45.7135496.bwm,P18DB,54165.71355,54165.71804,G7253EA15,4488.37,7.92,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.47.1094851.bwm,P18DB,54167.10949,54167.12156,G726D97E1,12071.73,6.15,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.47.8697128.bwm,P18DB,54167.86971,54167.87295,G7253EA15,3240.16,9.4,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.47.8697128.bwm,P18DB,54167.86971,54167.87295,G7253EA15,3240.16,8.38,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.49.1116367.bwm,P18DB,54169.11164,54169.11677,G726D97E1,5136.79,6.79,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.50.0193224.bwm,P18DB,54170.01932,54170.02904,G7253EA15,9722.08,6.59,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.52.1820392.bwm,P18DB,54172.18204,54172.18543,G7253EA15,3395.26,6.19,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.52.1820392.bwm,P18DB,54172.18204,54172.18543,G7253EA15,3395.26,4.29,0,7.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.52.1820392.bwm,P18DB,54172.18204,54172.18544,G7253EA15,3397.62,7.74,0,8.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.54.1841908.bwm,P18DB,54174.18419,54174.18766,G724DE105,3473.02,6.4,0,9.41,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.54.1841908.bwm,P18DB,54174.18419,54174.18766,G724DE105,3473.02,3.99,0,9.28,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.54.1841908.bwm,P18DB,54174.18419,54174.18767,G724DE105,3475.62,5.05,0,9.47,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.54.4004625.bwm,P18DB,54174.40046,54174.40477,G7245491E,4310.61,5.98,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.54.4004625.bwm,P18DB,54174.40046,54174.40478,G7245491E,4316.24,4.61,0,7.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.55.1017075.bwm,P18DB,54175.10171,54175.1045,G726D97E1,2793.87,7.51,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.55.1017075.bwm,P18DB,54175.10171,54175.1045,G726D97E1,2793.87,6.49,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.55.1017075.bwm,P18DB,54175.10171,54175.1045,G726D97E1,2793.87,5.44,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.56.4943660.bwm,P18DB,54176.49437,54176.49851,G7253EA15,4144.34,7.27,0,8.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.56.5795639.bwm,P18DB,54176.57956,54176.58264,G7245491E,3078.95,7.93,0,7.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.58.6996817.bwm,P18DB,54178.69968,54178.7052,G724DE105,5514.41,3.83,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.58.6996817.bwm,P18DB,54178.69968,54178.7052,G724DE105,5516.49,6.26,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.58.6996817.bwm,P18DB,54178.69968,54178.7052,G724DE105,5516.49,5.35,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.58.7553883.bwm,P18DB,54178.75539,54178.75997,G7245491E,4584.33,8.05,0,7.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.58.7553883.bwm,P18DB,54178.75539,54178.75998,G7245491E,4587.02,6.47,0,7.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.02.59.0896261.bwm,P18DB,54179.08963,54179.09502,G726D97E1,5395.88,7.3,0,7.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.02.9628561.bwm,P18DB,54182.96286,54182.96745,G7253EA15,4592.33,4.44,0,7.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.05.0731433.bwm,P18DB,54185.07314,54185.07977,G726D97E1,6631.11,6.9,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.05.0731433.bwm,P18DB,54185.07314,54185.08075,G726D97E1,7604.35,5.23,0,6.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.07.0687414.bwm,P18DB,54187.06874,54187.0745,G726D97E1,5757.65,6.93,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.07.0687414.bwm,P18DB,54187.06874,54187.0745,G726D97E1,5759.86,6.68,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.09.0643394.bwm,P18DB,54189.06434,54189.06923,G726D97E1,4893.56,5.14,0,9.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.09.0643394.bwm,P18DB,54189.06434,54189.07022,G726D97E1,5884.86,7.49,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.11.0599370.bwm,P18DB,54191.05994,54191.06376,G726D97E1,3827.12,4.6,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.11.0599370.bwm,P18DB,54191.05994,54191.06377,G726D97E1,3829.19,7.15,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.13.0555351.bwm,P18DB,54193.05554,54193.0584,G726D97E1,2864.8,4.89,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_003,BON_P3_CH34_04.19.2013.15.03.15.0478559.bwm,P18DB,54195.04786,54195.05292,G726D97E1,5064.32,6.78,0,8.62,2
